data_adi,data_detay,original_week_period,original_date_text,date
Antalya,27.08,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Ardahan,65.52,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Artvin,57.82,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Aydın,16.71,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Balıkesir,27.49,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Bartın,29.65,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Batman,39.5,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Bayburt,53.72,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Bilecik,52.12,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Bingöl,35.85,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Bitlis,83.76,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Bolu,109.91,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Burdur,35.19,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Bursa,43.55,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Çanakkale,40.07,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Çankırı,45.21,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Çorum,69.61,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Denizli,50.53,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Diyarbakır,57.47,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Düzce,58.63,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Edirne,12.51,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Elazığ,50.0,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Erzincan,69.53,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Erzurum,84.67,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Eskişehir,107.89,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Gaziantep,33.74,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Giresun,39.0,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Gümüşhane,57.87,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Hakkari,68.8,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Hatay,6.33,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Iğdır,16.39,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Isparta,65.18,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
İstanbul,51.27,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
İzmir,25.99,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Kahramanmaraş,17.29,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Karabük,36.94,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Karaman,37.66,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Kars,82.48,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Kastamonu,79.18,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Kayseri,68.52,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Kırıkkale,63.51,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Kırklareli,34.56,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Kırşehir,81.47,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Kilis,26.61,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Kocaeli,54.42,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Konya,45.82,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Kütahya,116.18,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Malatya,50.36,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Manisa,31.57,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Mardin,43.99,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Mersin,20.23,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Muğla,26.38,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Muş,63.73,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Nevşehir,39.68,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Niğde,48.89,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Ordu,55.69,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Osmaniye,6.2,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Rize,96.99,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Sakarya,59.18,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Samsun,30.97,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Siirt,43.8,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Sinop,14.78,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Sivas,84.61,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Şanlıurfa,25.39,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Şırnak,23.8,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Tekirdağ,40.61,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Tokat,79.12,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Trabzon,60.35,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Tunceli,22.77,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Uşak,36.81,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Van,51.94,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Yalova,46.01,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Yozgat,68.0,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Zonguldak,69.35,12 - 18 Haziran 2021,18 Haziran 2021,2021-06-18
Adana,9.61,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Adıyaman,6.96,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Afyon,41.52,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Ağrı,136.52,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Aksaray,30.73,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Amasya,28.61,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Ankara,83.64,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Antalya,32.96,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Ardahan,72.79,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Artvin,59.0,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Aydın,14.57,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Balıkesir,34.91,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Bartın,44.23,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Batman,37.08,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Bayburt,43.95,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Bilecik,46.64,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Bingöl,35.14,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Bitlis,96.58,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Bolu,74.65,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Burdur,46.05,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Bursa,43.14,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Çanakkale,26.41,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Çankırı,45.21,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Çorum,68.85,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Denizli,51.01,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Diyarbakır,55.34,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Düzce,57.12,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Edirne,11.28,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Elazığ,43.2,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Erzincan,52.89,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Erzurum,95.22,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Eskişehir,112.85,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Gaziantep,25.08,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Giresun,31.87,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Gümüşhane,67.04,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Hakkari,54.9,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Hatay,6.99,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Iğdır,17.39,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Isparta,69.04,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
İstanbul,54.3,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
İzmir,27.4,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Kahramanmaraş,14.55,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Karabük,33.66,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Karaman,26.68,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Kars,67.39,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Kastamonu,47.82,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Kayseri,74.5,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Kırıkkale,89.7,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Kırklareli,31.79,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Kırşehir,65.83,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Kilis,14.01,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Kocaeli,51.97,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Konya,46.44,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Kütahya,102.48,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Malatya,43.29,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Manisa,30.75,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Mardin,48.55,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Mersin,18.3,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Muğla,21.48,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Muş,37.46,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Nevşehir,40.66,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Niğde,41.15,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Ordu,42.95,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Osmaniye,4.92,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Rize,95.54,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Sakarya,63.78,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Samsun,34.36,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Siirt,50.44,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Sinop,20.33,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Sivas,78.32,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Şanlıurfa,25.53,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Şırnak,26.78,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Tekirdağ,37.74,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Tokat,56.87,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Trabzon,54.44,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Tunceli,22.77,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Uşak,32.21,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Van,65.25,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Yalova,52.89,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Yozgat,42.23,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Zonguldak,55.99,19- 25 Haziran 2021,25 Haziran 2021,2021-06-25
Adana,9.43,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Adıyaman,11.54,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Afyon,31.89,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Ağrı,193.86,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Aksaray,29.08,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Amasya,27.42,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Ankara,59.1,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Antalya,65.02,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Ardahan,80.07,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Artvin,30.68,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Aydın,11.97,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Balıkesir,16.77,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Bartın,15.08,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Batman,49.82,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Bayburt,19.53,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Bilecik,30.63,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Bingöl,45.78,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Bitlis,119.09,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Bolu,50.51,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Burdur,32.95,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Bursa,27.95,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Çanakkale,17.73,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Çankırı,22.35,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Çorum,37.73,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Denizli,21.71,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Diyarbakır,76.82,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Düzce,33.36,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Edirne,11.04,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Elazığ,38.44,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Erzincan,35.4,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Erzurum,61.98,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Eskişehir,68.52,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Gaziantep,17.85,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Giresun,23.4,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Gümüşhane,16.23,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Hakkari,80.21,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Hatay,6.21,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Iğdır,25.83,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Isparta,45.2,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
İstanbul,56.75,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
İzmir,22.16,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Kahramanmaraş,10.79,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Karabük,36.94,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Karaman,19.61,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Kars,36.15,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Kastamonu,31.09,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Kayseri,53.26,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Kırıkkale,65.3,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Kırklareli,27.92,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Kırşehir,48.14,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Kilis,5.6,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Kocaeli,34.0,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Konya,40.18,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Kütahya,70.23,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Malatya,32.0,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Manisa,18.54,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Mardin,45.4,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Mersin,41.2,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Muğla,16.69,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Muş,40.62,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Nevşehir,36.73,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Niğde,37.56,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Ordu,50.17,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Osmaniye,6.56,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Rize,59.82,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Sakarya,55.92,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Samsun,23.97,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Siirt,231.67,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Sinop,29.57,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Sivas,66.99,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Şanlıurfa,20.99,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Şırnak,27.15,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Tekirdağ,27.75,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Tokat,56.03,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Trabzon,49.88,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Tunceli,10.79,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Uşak,20.84,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Van,100.41,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Yalova,38.04,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Yozgat,24.58,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Zonguldak,25.03,3 - 9 Temmuz 2021,9 Temmuz 2021,2021-07-09
Adana,20.29,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Adıyaman,13.93,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Afyon,27.81,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Ağrı,188.96,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Aksaray,39.55,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Amasya,29.21,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Ankara,57.95,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Antalya,69.65,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Ardahan,52.51,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Artvin,33.88,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Aydın,16.01,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Balıkesir,20.43,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Bartın,14.43,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Batman,55.38,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Bayburt,35.05,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Bilecik,28.97,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Bingöl,91.35,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Bitlis,122.13,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Bolu,43.71,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Burdur,38.55,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Bursa,31.98,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Çanakkale,21.57,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Çankırı,33.96,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Çorum,34.55,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Denizli,18.83,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Diyarbakır,117.79,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Düzce,35.78,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Edirne,24.52,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Elazığ,58.43,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Erzincan,52.79,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Erzurum,80.82,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Eskişehir,66.83,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Gaziantep,21.96,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Giresun,78.54,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Gümüşhane,11.88,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Hakkari,76.23,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Hatay,12.71,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Iğdır,58.52,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Isparta,44.29,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
İstanbul,75.12,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
İzmir,24.46,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Kahramanmaraş,12.2,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Karabük,32.51,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Karaman,24.85,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Kars,34.4,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Kastamonu,32.35,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Kayseri,49.59,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Kırıkkale,99.11,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Kırklareli,34.48,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Kırşehir,42.77,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Kilis,8.32,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Kocaeli,47.83,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Konya,56.98,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Kütahya,61.63,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Malatya,27.51,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Manisa,16.93,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Mardin,51.66,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Mersin,61.88,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Muğla,33.44,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Muş,47.2,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Nevşehir,31.81,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Niğde,39.37,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Ordu,50.32,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Osmaniye,17.51,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Rize,76.76,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Sakarya,69.22,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Samsun,30.66,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Siirt,471.57,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Sinop,27.44,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Sivas,60.56,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Şanlıurfa,30.8,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Şırnak,30.56,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Tekirdağ,20.88,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Tokat,54.81,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Trabzon,56.33,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Tunceli,20.17,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Uşak,13.4,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Van,120.68,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Yalova,45.55,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Yozgat,24.33,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
Zonguldak,26.29,10- 16 Temmuz 2021,16 Temmuz 2021,2021-07-16
